1,2025,1,16,"WC3 - Lawan vietnam",1,once,done
2,2025,1,19,"Ultah Rara",1,once,done
3,2025,1,29,"Persiapan nikah Bang yogi",1,once,normal
4,2025,1,9,"WC3 - Lawan vietnam (re-match)",1,once,done
5,2025,1,25,"WC3 - Sparing",1,once,normal
6,2025,1,26,"WC3 - Lawan vietnam (Semi Final)",1,once,normal
